mass (g),year,reclat,reclong
14000,01/01/1753 12:00:00 AM,46.21667,5
,1/1/51 0:00,-7.21667,29.43333
540,1/1/37 0:00,19,97
1500,01/01/1836 12:00:00 AM,-5.2,-36.66667
93200,1/1/81 0:00,-15.21222,35.24222
1995,1/1/36 0:00,-28.83333,31.95
1000,1/1/50 0:00,25.91667,86.36667
400,1/1/35 0:00,-7.75,111.53333
400,01/01/1896 12:00:00 AM,40.41667,-3.71667
600,1/1/41 0:00,-26.16667,-49.93333
5000,01/01/1899 12:00:00 AM,37.86667,27.51667
666.6,1/1/90 0:00,-19.48333,31.65
70500,1/1/07 0:00,27.66667,95.78333
4629,1/1/04 0:00,12.83333,9.38333
150,1/1/33 0:00,32.21667,-104
2000,1/1/70 0:00,9.5,31.75
470,1/1/30 0:00,-3.13333,33.51667
,1/1/31 0:00,-28.93333,-63.23333
807,1/1/33 0:00,-29.45,26.76667
1000,1/1/27 0:00,45.21667,62.08333
1700,01/01/1863 12:00:00 AM,23.05,86.7
50,01/01/1843 12:00:00 AM,20.96667,76.1
22300,1/1/34 0:00,-17.65,31.6
3555,1/1/51 0:00,45.81667,44.63333
4500,1/1/48 0:00,34.23333,72.08333
114,1/1/25 0:00,,
340,01/01/1898 12:00:00 AM,42.71667,-99.38333
25.81,1/1/09 0:00,54.76183,11.46745
3200,1/1/41 0:00,4.66667,29.25
2500,1/1/71 0:00,-22.25,-49.93333
28400,01/01/1847 12:00:00 AM,41.9,-91.6
45000,01/01/1902 12:00:00 AM,61.5,30.5
3000,01/01/1848 12:00:00 AM,44.5,0.15
6000,1/1/02 0:00,-14.2,48.1
1443,1/1/83 0:00,35.8,-84.1
1000,01/01/1836 12:00:00 AM,45.36667,1.86667
24.54,1/1/10 0:00,0,0
1600,01/01/1803 12:00:00 AM,48.13333,12.61667
19000,01/01/1768 12:00:00 AM,48.18333,13.13333
220,01/01/1801 12:00:00 AM,-20,57
4850,1/1/74 0:00,8.96667,12.08333
4000,01/01/1885 12:00:00 AM,24.68333,-101.68333
4975,1/1/42 0:00,-1.21667,30
150000,1/1/92 0:00,1.06667,34.16667
31,1/1/53 0:00,-27.25,-67.5
22,01/01/1861 12:00:00 AM,29.01667,77.8
24750,1/1/15 0:00,-6.23333,106.88333
10500,01/01/1862 12:00:00 AM,53.18333,13.15
28.9,01/01/1903 12:00:00 AM,46.81867,7.21817
4000,01/01/1878 12:00:00 AM,55.05,12.06667
6000,1/1/45 0:00,0,37.66667
71400,1/1/20 0:00,25.48333,81.98333
2405,1/1/55 0:00,38.18333,15.56667
870,01/01/1897 12:00:00 AM,50.58333,11.1
1300,1/1/49 0:00,45.76667,3.25
22700,01/01/1852 12:00:00 AM,46.5,25.73333
350,01/01/1827 12:00:00 AM,25.9,83.61667
1100,1/1/80 0:00,34.8,111.7
1600,01/01/1881 12:00:00 AM,54.56667,-1.16667
3584,1/1/10 0:00,42.9075,-90.36556
8000,01/01/1889 12:00:00 AM,48.06667,30.96667
6380,1/1/92 0:00,35.56833,133.22
224.2,1/1/44 0:00,46.23333,17.53333
10000,01/01/1842 12:00:00 AM,46.18333,16.1
330000,1/1/60 0:00,-26.45,120.36667
16700,1/1/30 0:00,35.4,-92.05
1040,01/01/1632 12:00:00 AM,35.07833,136.93333
42,01/01/1826 12:00:00 AM,37.28333,14.7
5500,1/1/52 0:00,32.33333,120.66667
550,1/1/05 0:00,47.7,16.6
8510,1/1/10 0:00,25.68333,83.25
5800,01/01/1890 12:00:00 AM,56.66667,23
100.7,01/01/1898 12:00:00 AM,61.73333,5.93333
300000,01/01/1882 12:00:00 AM,46.8,24.03333
35000,1/1/05 0:00,38.5,-101.1
4500,1/1/08 0:00,-39.63333,174.4
144000,01/01/1858 12:00:00 AM,38.11667,-1.16667
150,1/1/53 0:00,-31.25,26.46667
2587,1/1/98 0:00,31.60833,-102.85833
8600,01/01/1849 12:00:00 AM,35.25,-80.5
4885,1/1/50 0:00,38.01667,-8.25
3130,01/01/1846 12:00:00 AM,43.26667,13.35
149000,1/1/23 0:00,43.39056,1.9625
500,01/01/1838 12:00:00 AM,47.63333,1.58333
,1/1/50 0:00,-15.96667,27.35
1880,1/1/13 0:00,35.41667,-79.38333
3520,01/01/1810 12:00:00 AM,52.45,-8.33333
8887.5,1/1/30 0:00,-40.975,145.6
70,01/01/1808 12:00:00 AM,28.78333,78.83333
633,1/1/00 0:00,49.6,18.53333
1300,01/01/1875 12:00:00 AM,44.6,5.13333
3763,1/1/06 0:00,59.43333,10.7
1500,01/01/1868 12:00:00 AM,26.83333,77.33333
9150,01/01/1868 12:00:00 AM,45.2,8.5
11300,01/01/1902 12:00:00 AM,-29.8,141.7
110000,1/1/91 0:00,18.7,4.8
17000,01/01/1637 12:00:00 AM,44.08333,6.86667
1100,1/1/44 0:00,-11.5,33.5
4400,01/01/1865 12:00:00 AM,12.63333,77.01667
25.5,01/01/1795 12:00:00 AM,9.33333,80.83333
4703,1/1/24 0:00,24.5,90.21667
100000,1/1/69 0:00,-36.61667,145.2
12600,1/1/50 0:00,36.6,-88.1
1245,1/1/64 0:00,26.13333,85.53333
,01/01/1842 12:00:00 AM,23.05,72.63333
8165,1/1/56 0:00,12,1
1810,1/1/22 0:00,38.12167,140.06167
20,01/01/1875 12:00:00 AM,26.98333,78.21667
6100,01/01/1895 12:00:00 AM,49.16667,19.5
10000,1/1/11 0:00,31.31667,30.35
23200,1/1/23 0:00,13.73333,100.08333
4500,01/01/1886 12:00:00 AM,12.28333,79.2
52900,1/1/17 0:00,35.66667,103.5
7500,01/01/1825 12:00:00 AM,38.41667,-77.16667
529,1/1/84 0:00,32.11667,121.8
17000,1/1/28 0:00,19.25,77
2700,1/1/74 0:00,33.75,51.5
367.5,1/1/28 0:00,-34.05,150.68889
,12/27/0920 12:00:00 AM,42.51667,12.51667
347,1/1/36 0:00,-21.73333,165.9
1.4,1/1/73 0:00,,
105,01/01/1890 12:00:00 AM,21.25,83.66667
420,1/1/95 0:00,36.44917,136.46528
4500,01/01/1870 12:00:00 AM,18.68333,83.48333
2450,1/1/70 0:00,9.5,35.33333
10250,01/01/1864 12:00:00 AM,56.5,21.5
6189,1/1/02 0:00,47.525,10.80833
230000,01/01/1860 12:00:00 AM,40,-81.76667
12000,1/1/94 0:00,15.36667,35.68333
19256,1/1/03 0:00,29.94718,-90.10976
1393,01/01/1883 12:00:00 AM,-7.45,111.41667
37500,01/01/1900 12:00:00 AM,13.85,-4.38333
,01/01/1750 12:00:00 AM,49.03333,-1.43333
3.3,1/1/67 0:00,,
3.3,1/1/67 0:00,,
3996,1/1/35 0:00,52.45,78.63333
6000,1/1/54 0:00,56.11667,37.33333
14250,1/1/75 0:00,29.86667,121.48333
4610,1/1/83 0:00,32.925,105.90667
467,01/01/1897 12:00:00 AM,34.2,131.56667
17200,1/1/12 0:00,-28.56667,30.7
2300,01/01/1823 12:00:00 AM,44.08333,-69.48333
483.7,1/1/91 0:00,40.08528,-86.055
472,12/28/0860 12:00:00 AM,33.725,130.75
4000,01/01/1879 12:00:00 AM,-32.36667,-59.83333
1050,1/1/18 0:00,36.21667,-92.26667
1100000,1/1/48 0:00,39.68333,-99.86667
177,1/1/71 0:00,45.29167,11.52722
1900,01/01/1886 12:00:00 AM,54.81667,46
,01/01/1662 12:00:00 AM,58.55,31.33333
1001,1/1/08 0:00,56,22
250,1/1/33 0:00,42.91667,102.46667
50000,1/1/78 0:00,24.3,-102.13333
5000,01/01/1851 12:00:00 AM,41.63333,0.75
363,1/1/25 0:00,43.33333,141.86667
737.6,1/1/39 0:00,21.20833,94.91667
1100,1/1/14 0:00,47.55,22.025
500000,01/01/1887 12:00:00 AM,57.78333,55.26667
1400,1/1/27 0:00,52.28333,8.05
6000,01/01/1855 12:00:00 AM,58.5,23
3750,01/01/1900 12:00:00 AM,47.88333,22.03333
14360,01/01/1741 12:00:00 AM,33.28333,130.2
16250,01/01/1857 12:00:00 AM,46.06667,23.58333
7700,1/1/63 0:00,6.75,8.5
5850,1/1/26 0:00,38.18333,-5.4
194,1/1/58 0:00,36.18333,139.21667
4742,1/1/04 0:00,35.08333,135.2
12000,01/01/1834 12:00:00 AM,50.83333,25.5
16570,1/1/30 0:00,52.95,8.16667
,12/22/1519 12:00:00 AM,39,-0.03333
150000,1/1/24 0:00,38.71667,-7.06667
40000,1/1/29 0:00,39.56667,-2.1
250000,1/1/81 0:00,64.02,161.80833
14000,01/01/1864 12:00:00 AM,43.88333,1.38333
180,1/1/04 0:00,28.5475,-81.36222
6000,01/01/1868 12:00:00 AM,47.11667,6.15
4500,01/01/1671 12:00:00 AM,48.5,8
3400,01/01/1872 12:00:00 AM,42.13333,12.93333
246,1/1/28 0:00,58.88333,9.4
6510,01/01/1867 12:00:00 AM,38.4,140.35
840,01/01/1896 12:00:00 AM,38.6,-95.21667
4440,1/1/03 0:00,12.9,0.08
1215.5,1/1/86 0:00,30.18,-6.57717
17000,1/1/03 0:00,24.3,-13.1
20000,1/1/98 0:00,37.60833,-8.28
121.5,01/01/1900 12:00:00 AM,-18,16
205,01/01/1856 12:00:00 AM,43.4,-5.86667
,01/01/1775 12:00:00 AM,51.33333,28.83333
3400,01/01/1881 12:00:00 AM,21.05,-99.3
3858,1/1/29 0:00,55.66667,25
515,1/1/10 0:00,17.74333,120.45583
,1/1/10 0:00,32.31667,-89.71667
1430,1/1/88 0:00,-23.11667,-65.1
18000,1/1/14 0:00,43.48333,118.61667
135,1/1/26 0:00,39.8,-91.5
682,1/1/49 0:00,21.3,-157.78333
10500,01/01/1859 12:00:00 AM,15.08333,120.7
2130,1/1/38 0:00,8.06667,124.28333
408000,1/1/30 0:00,36.06667,-90.5
2000,1/1/67 0:00,-6.23333,-40.7
100000,1/1/56 0:00,-19.13333,-51.66667
18000,1/1/03 0:00,41.48472,-87.67917
77600,01/01/1857 12:00:00 AM,9.23333,78.35
800,1/1/42 0:00,26.2,85.4
5100,1/1/33 0:00,36.21667,-103.4
4375,1/1/69 0:00,20.93694,82.05
2121,1/1/50 0:00,-19.53333,-48.56667
12,1/1/22 0:00,38.13333,14.96667
37350,1/1/35 0:00,23.15,91.18333
2968,1/1/66 0:00,43.46667,25.51667
142.5,1/1/38 0:00,52.3,77.03333
40000,01/01/1826 12:00:00 AM,48.53333,35.98333
2000,01/01/1882 12:00:00 AM,52.03333,43
,1/1/89 0:00,11.33367,-3.54217
45760,1/1/63 0:00,56.13333,-117.93333
117.8,1/1/53 0:00,51.66667,9.25
12570,1/1/92 0:00,41.28333,-73.91667
70000,1/1/46 0:00,30.125,-103.11667
165,01/01/1899 12:00:00 AM,-10.66667,35.5
23474,1/1/35 0:00,23.325,91
2,01/01/1830 12:00:00 AM,56.4,-3.43333
66000,1/1/33 0:00,56.63333,39.43333
3393,1/1/33 0:00,55.5,66.08333
189,1/1/95 0:00,14.052,0.42
1800,01/01/1855 12:00:00 AM,35.3,-86.63333
,01/01/1779 12:00:00 AM,53.53333,-7.33333
57900,01/01/1901 12:00:00 AM,40,-99.25
500,01/01/1887 12:00:00 AM,11.25,108.58333
7800,1/1/33 0:00,12,105.48333
11000,1/1/41 0:00,15.71667,108.1
13.1,1/1/68 0:00,44.24417,11.50222
,01/01/1843 12:00:00 AM,41.36667,-6.23333
23250,01/01/1863 12:00:00 AM,58.66667,25.73333
42000,1/1/96 0:00,26.03472,73.94167
37,01/01/1881 12:00:00 AM,-32.86667,18.71667
842,01/01/1882 12:00:00 AM,25.8,88.45
1161,01/01/1884 12:00:00 AM,29.58333,76
3760,1/1/21 0:00,31.95,-83.51667
2085,1/1/30 0:00,30.7,-96.11667
6913,1/1/08 0:00,45.275,26.70972
39,01/01/1723 12:00:00 AM,50.53333,14.11667
96,01/01/1868 12:00:00 AM,11.58333,104.91667
3000,01/01/1819 12:00:00 AM,50.93333,12.13333
350,01/01/1866 12:00:00 AM,26.71667,82.66667
253.6,1/1/42 0:00,66.34833,14.015
157,1/1/31 0:00,53.03639,-4.31944
71400,1/1/98 0:00,34.175,-103.295
4500,01/01/1796 12:00:00 AM,38.5,-8
665,1/1/33 0:00,31.41667,118.5
2125,1/1/32 0:00,48.3025,13.94083
5555,1/1/59 0:00,49.66667,14.03333
900,01/01/1893 12:00:00 AM,39.11667,-83.85
500,1/1/07 0:00,39.35,-3.51667
560,01/01/1863 12:00:00 AM,23.36667,75.18333
250000,01/01/1868 12:00:00 AM,52.76667,21.26667
100,01/01/1811 12:00:00 AM,13.33333,78.95
300000,1/1/37 0:00,-29.03333,-53.05
1275,1/1/82 0:00,32.08333,121.5
2600,1/1/76 0:00,26.53333,106.46667
7000,1/1/25 0:00,-30.11667,28.7
6045,01/01/1857 12:00:00 AM,17.76667,95.18333
10750,01/01/1898 12:00:00 AM,39,-0.66667
17450,1/1/90 0:00,44.61667,126.13333
65,01/01/1851 12:00:00 AM,46.6,0.25
5000,1/1/57 0:00,-26.66667,-65.45
10200,1/1/86 0:00,27.72528,76.465
67225,1/1/83 0:00,28.225,70.2
9000,01/01/1878 12:00:00 AM,52.98333,37.03333
3766,1/1/40 0:00,26.45,82.9
100,1/1/16 0:00,24.16667,87.76667
4682,1/1/58 0:00,51.88333,6.93333
290.4,1/1/17 0:00,23.98333,87.08333
300,01/01/1899 12:00:00 AM,19.86667,-100.81667
3224.5,1/1/37 0:00,25.38333,72.01667
4910,1/1/19 0:00,38.2,115.7
6.1,1/1/61 0:00,26.66667,50.15
24700,01/01/1740 12:00:00 AM,43.5,26.53333
910,01/01/1880 12:00:00 AM,52.2,17.98333
18.41,1/1/07 0:00,38.13742,-119.75812
17300,1/1/47 0:00,42.475,-5.33333
10000,1/1/19 0:00,-6.73333,111.36667
1000,01/01/1824 12:00:00 AM,44.76667,11.28333
300,1/1/25 0:00,-32.75,-65.28333
355,1/1/16 0:00,38.66667,116.13333
7000,1/1/33 0:00,48.6,45.66667
1,1/1/65 0:00,51.33333,-118.95
3332,1/1/29 0:00,28.2,76.66667
668,01/01/1903 12:00:00 AM,35.03333,-83.03333
90000,1/1/18 0:00,46.88333,-102.31667
1900,1/1/80 0:00,31.25,-99.03333
1800,01/01/1828 12:00:00 AM,37.46667,-77.5
1310,1/1/34 0:00,-26.1,-49.8
103.3,12/23/1490 12:00:00 AM,45.48333,9.51667
340,01/01/1876 12:00:00 AM,41.08333,-86.28333
1641,01/01/1895 12:00:00 AM,-23.38333,150.51667
400,01/01/1871 12:00:00 AM,42.3,0.55
2900,01/01/1775 12:00:00 AM,50.35,10.8
10600,1/1/21 0:00,44.51667,-83.95
3500,01/01/1876 12:00:00 AM,52.76667,-2.51667
465.5,1/1/76 0:00,-1.45,29.83333
67,1/1/34 0:00,0.26667,36.53333
6000,1/1/49 0:00,-10.26667,38.76667
13000,1/1/14 0:00,51.13333,34.5
1250,01/01/1855 12:00:00 AM,27.43333,82.08333
478,1/1/99 0:00,23.08333,91.66667
,01/01/1636 12:00:00 AM,51.53333,14.88333
14000,1/1/14 0:00,43.73333,1.38333
271000,1/1/66 0:00,45.3,0.23333
4180,1/1/13 0:00,35.66667,136.3
61.4,1/1/81 0:00,44.97917,-122.96944
9000,01/01/1798 12:00:00 AM,46.05,4.63333
43,1/1/85 0:00,52.75,11.05
2462,1/1/21 0:00,25.66667,74.86667
56,1/1/73 0:00,33.48472,-117.6625
237,1/1/02 0:00,43.66667,13
282,1/1/56 0:00,-31.01667,-71.4
460,1/1/68 0:00,19.76667,-100.65
400,01/01/1873 12:00:00 AM,-29.2,-51.86667
60,1/1/39 0:00,24.16667,-99.33333
5500,1/1/24 0:00,-33.9,-61.7
4000,1/1/08 0:00,-31.535556,-68.489444
927,1/1/62 0:00,-20.81,-49.38056
200000,1/1/18 0:00,52.55,46.55
695,01/01/1688 12:00:00 AM,34.71667,137.78333
4000,01/01/1868 12:00:00 AM,43.15,-0.85
2500,01/01/1894 12:00:00 AM,47.21667,29.86667
430,1/1/86 0:00,35.86667,139.4
412,1/1/34 0:00,49.23333,17.56667
7000,01/01/1715 12:00:00 AM,53.35,15.05
283.3,1/1/68 0:00,42.86083,-73.95028
8000,01/01/1846 12:00:00 AM,48.11667,10.46667
5400,01/01/1871 12:00:00 AM,44.36667,-69.2
240,1/1/17 0:00,38.3,27.13333
6930,01/01/1853 12:00:00 AM,26.75,84.78333
1590,1/1/39 0:00,-7.23333,107.33333
150,1/1/47 0:00,22.83333,4.98333
691,1/1/40 0:00,22.25,79
4000,01/01/1773 12:00:00 AM,41.71667,-0.05
866,1/1/93 0:00,39.43833,140.51167
20000,1/1/66 0:00,21.68389,79.50083
8500,01/01/1818 12:00:00 AM,41.05,23.56667
1800,1/1/23 0:00,-8.38333,-36.76667
350,1/1/08 0:00,-19.46667,-44.21667
180,01/01/1862 12:00:00 AM,37.41667,-6
101000,01/01/1874 12:00:00 AM,50.61667,36.6
7000,1/1/89 0:00,34.75,10.71667
4000,01/01/1850 12:00:00 AM,23.1,87.3
1265,1/1/21 0:00,37.83333,-76.7
18600,1/1/04 0:00,44.05,-80.16667
5000,01/01/1865 12:00:00 AM,24.55,84.83333
605,1/1/76 0:00,33.65,120.06667
3679.7,1/1/21 0:00,25.85,87.5775
3900,1/1/71 0:00,43.5,125.66667
5000,1/1/12 0:00,33.71667,74.83333
3200,01/01/1863 12:00:00 AM,24.33333,90.16667
3700,01/01/1794 12:00:00 AM,43.11667,11.6
23000000,1/1/47 0:00,46.16,134.65333
1710,1/1/95 0:00,20.93333,-101.38333
0.15,1/1/17 0:00,44.11667,27.26667
1222,1/1/20 0:00,49.98333,7.53333
1455,1/1/16 0:00,30.9,32.48333
8400,01/01/1901 12:00:00 AM,26.21667,69.55
2000,1/1/56 0:00,39.3,9.2
4100,1/1/33 0:00,42.58333,-103.66667
1600,01/01/1875 12:00:00 AM,20.91667,82.58333
40000,1/1/89 0:00,39.82467,36.13583
630,1/1/89 0:00,32.43333,119.86667
850,01/01/1848 12:00:00 AM,59.73333,10.86667
1708,01/01/1868 12:00:00 AM,45.68333,15.6
2750,01/01/1818 12:00:00 AM,55,35
72.9,1/1/60 0:00,27.13333,84.06667
80000,01/01/1877 12:00:00 AM,43.66667,21.86667
54,01/01/1860 12:00:00 AM,47.36667,1.73333
1066,1/1/11 0:00,54.00883,22.005
17100,01/01/1866 12:00:00 AM,35.16667,135.33333
36900,1/1/93 0:00,45.25,125
958,1/1/27 0:00,44.41667,23.5
2050,1/1/45 0:00,1.7,33.63333
360,01/01/1883 12:00:00 AM,44.75,0.05
5500,01/01/1841 12:00:00 AM,46.95,-1.5
700,01/01/1855 12:00:00 AM,51.05,3.75
4000,01/01/1890 12:00:00 AM,48.01667,-1.15
1000,1/1/50 0:00,38.7,-90.23333
13780,01/01/1903 12:00:00 AM,-32.01667,27.41667
24.3,1/1/19 0:00,38.16667,-76.38333
8300,01/01/1866 12:00:00 AM,48.45,3.93333
17000,1/1/10 0:00,61.65,27.2
134.3,1/1/59 0:00,43.43333,2.95
34000,01/01/1876 12:00:00 AM,59.93333,14.95
52000,01/01/1808 12:00:00 AM,49.28333,15.56667
1500,01/01/1857 12:00:00 AM,45.05,41.98333
4960,1/1/62 0:00,50.76667,3
325000,1/1/90 0:00,53.66667,55.98333
,01/01/1647 12:00:00 AM,52.53333,9.05
50,1/1/74 0:00,41.2,-73.13333
13400,1/1/17 0:00,56.58333,-3.25
10400,01/01/1623 12:00:00 AM,50.38333,-3.95
25400,1/1/94 0:00,45.96861,-72.97806
3500,1/1/24 0:00,36.48333,-90.66667
815.3,1/1/69 0:00,50.53806,16.26333
260000,1/1/86 0:00,31.61667,113.46667
110000,1/1/08 0:00,12.66667,78.03333
1710.5,1/1/16 0:00,25.93333,84.28333
637,1/1/35 0:00,44.86667,133.16667
7235,01/01/1865 12:00:00 AM,26.71667,84.21667
992.5,1/1/12 0:00,38.80389,-120.90806
5560,1/1/54 0:00,33.18836,-86.2945
7540,01/01/1753 12:00:00 AM,49.4,14.65
9000,01/01/1867 12:00:00 AM,36.18333,5.41667
10000,1/1/00 0:00,59.70444,-134.20139
1000,1/1/91 0:00,34.72,137.305
720,01/01/1880 12:00:00 AM,35.38333,134.9
1421,1/1/95 0:00,,
10500,1/1/75 0:00,-7.75,112.76667
100000,1/1/08 0:00,31.16333,-7.015
905,1/1/18 0:00,35.43333,136.23333
3850,1/1/65 0:00,45.4,122.9
12000,1/1/31 0:00,32.95,10.41667
2500,1/1/67 0:00,19.38333,43.73333
6000,1/1/29 0:00,35.13333,44.45
21000,1/1/37 0:00,46.71667,23.5
160000,01/01/1879 12:00:00 AM,-25.73333,142.95
28500,01/01/1872 12:00:00 AM,58.03333,26.95
342,1/1/50 0:00,33.4,70.6
14200,1/1/11 0:00,-1.00278,37.15028
45300,1/1/02 0:00,-29.33333,27.58333
2232,1/1/86 0:00,32.94667,118.99
28000,01/01/1878 12:00:00 AM,49.6,17.11667
74800,1/1/27 0:00,38.2,-89.68333
3000,1/1/70 0:00,14.25,1.53333
65500,01/01/1807 12:00:00 AM,54.5,35.2
230,1/1/34 0:00,13.63333,79.41667
7000,1/1/11 0:00,29.48195,-7.61123
20000,01/01/1869 12:00:00 AM,-7.08333,111.53333
16500,1/1/22 0:00,-6.66667,106.58333
600,1/1/05 0:00,47.85,34.76667
900,01/01/1879 12:00:00 AM,20.16667,-105.21667
600,1/1/16 0:00,34.5,133.75
27.5,1/1/84 0:00,38.36667,140.86556
7.7,1/1/11 0:00,24.65,76.86667
977,1/1/88 0:00,45.06667,7.66667
259.1,1/1/44 0:00,42.06667,-104.16667
1030,01/01/1812 12:00:00 AM,43.6,1.4
2000,01/01/1824 12:00:00 AM,51.73333,102.53333
14500,01/01/1863 12:00:00 AM,50.78333,4.76667
1250,1/1/88 0:00,52.21667,13.16667
11800,01/01/1856 12:00:00 AM,45.46667,10
63000,1/1/16 0:00,50.91667,9.18333
357.4,1/1/50 0:00,58.47333,8.86667
1020,1/1/17 0:00,32.16667,-95.1
640,1/1/27 0:00,61.3,12.3
800,1/1/96 0:00,36.06333,140.145
13100,1/1/21 0:00,9.66667,105.66667
10000,1/1/67 0:00,45.46667,105.38333
,1/1/44 0:00,30,90.75
89.3,1/1/96 0:00,45.34583,-92.05167
30000,1/1/75 0:00,21.66667,-103.36667
19860,01/01/1884 12:00:00 AM,60,5.61667
750,01/01/1903 12:00:00 AM,57.16667,65.53333
40000,01/01/1903 12:00:00 AM,-19.81667,-48.78333
4590,1/1/70 0:00,11.05,-69.85
1000,1/1/89 0:00,41.76667,62.51667
2000,1/1/76 0:00,,
103000,1/1/27 0:00,7.95,8.08333
710,01/01/1840 12:00:00 AM,51.65,5.61667
3600,01/01/1866 12:00:00 AM,13.48333,74.78333
189.2,1/1/57 0:00,-4.26667,35.35
76.5,1/1/26 0:00,46.93333,7.21667
100,01/01/1822 12:00:00 AM,30.33333,76.33333
1700,1/1/66 0:00,13.46667,31.21667
113.4,1/1/86 0:00,66.13889,124.76667
1000,1/1/24 0:00,34.8,127
1500,1/1/26 0:00,34.48333,133.28333
1269,1/1/63 0:00,49.975,16.375
9700,01/01/1843 12:00:00 AM,52.11667,5.18333
3422,1/1/28 0:00,47.11667,7.55
20000,1/1/48 0:00,-44.11667,-66.15
40,01/01/1668 12:00:00 AM,45.41667,11.13333
2799,1/1/44 0:00,11.98333,79.75
1004,01/01/1903 12:00:00 AM,44.86667,9.15
,12/23/1495 12:00:00 AM,44.06667,12.1
50000,1/1/72 0:00,9.31667,-70.62833
2500,1/1/10 0:00,-20.85001,-41.73356
1932,01/01/1876 12:00:00 AM,46.15,32.83333
10800,1/1/50 0:00,56.13333,77.26667
54000,01/01/1880 12:00:00 AM,35.33333,51.63333
8000,01/01/1843 12:00:00 AM,48.41667,43.2
1500,01/01/1865 12:00:00 AM,43.5,-91.16667
750,1/1/49 0:00,57.8,45.8
15000,1/1/10 0:00,44.85,11.4
3500,1/1/04 0:00,42.8,-4.66667
,1/1/25 0:00,-25.83333,-56.5
0.1,1/1/67 0:00,54.225,-111.69167
3600,01/01/1873 12:00:00 AM,43.53333,22.63333
2437,1/1/06 0:00,23.1,87.43333
1303.8,1/1/97 0:00,16.83333,80.75
594,1/1/15 0:00,25.45,70
20000,01/01/1831 12:00:00 AM,46.63333,0.16667
28100,1/1/46 0:00,34.33333,-98.3
1600,01/01/1877 12:00:00 AM,38.68333,-91.15
225,1/1/39 0:00,45.58333,-122.35
4000,1/1/06 0:00,32.79732,21.78713
3750,01/01/1831 12:00:00 AM,48.95,17.38333
150000,01/01/1807 12:00:00 AM,41.266667,-73.266667
350,1/1/71 0:00,41.7,-72.65
2756,1/1/82 0:00,41.71056,-72.67361
2138.74,1/1/09 0:00,31.96185,-110.434183
150000,1/1/67 0:00,-26.59278,120.32833
22,1/1/18 0:00,-26,30
66,1/1/32 0:00,-28.66667,18.91667
2200,01/01/1880 12:00:00 AM,-32.5,23
166.4,1/1/64 0:00,9,39
25000,01/01/1795 12:00:00 AM,54.13667,-0.41333
36000,1/1/60 0:00,-27.75,115.83333
1551,1/1/97 0:00,42.38467,-83.6115
50000,1/1/86 0:00,36.75,114.25
,1/1/31 0:00,35.13333,113.33333
5900,1/1/80 0:00,44.66667,117.5
75500,1/1/77 0:00,32.33333,114.31667
5700,1/1/00 0:00,13.71111,45.17
4,1/1/51 0:00,1,22.5
20000,1/1/54 0:00,21.83333,111.83333
3500,1/1/90 0:00,24.56667,114.16667
150200,1/1/59 0:00,38.93333,48.25
13600,01/01/1852 12:00:00 AM,14.3,79.76667
31650,01/01/1837 12:00:00 AM,37.75,139
250,01/01/1869 12:00:00 AM,41.28333,-73.81667
0.1,1/1/28 0:00,34.16667,131.45
4800,1/1/31 0:00,28.71667,116.61667
1472,1/1/36 0:00,47.31667,35.36667
3867,01/01/1818 12:00:00 AM,50.28333,27.68333
3000,01/01/1893 12:00:00 AM,55.18333,27.91667
175000,1/1/98 0:00,27.33333,-9.33333
18000,1/1/62 0:00,11.73333,7.08333
463,1/1/63 0:00,47.5,83
330,01/01/1898 12:00:00 AM,33.7,133.8
14250,1/1/84 0:00,32.3,112.75
800,1/1/52 0:00,47.13333,43.9
95000,01/01/1897 12:00:00 AM,44.4,19.11667
2000,01/01/1824 12:00:00 AM,49.88333,13.91667
44100,1/1/33 0:00,55.3,25
42000,1/1/84 0:00,45.81667,125.91667
107000,1/1/38 0:00,47.58333,37.25
2900,1/1/76 0:00,39.66667,122.98333
246,01/01/1858 12:00:00 AM,51.83333,26.83333
7500,01/01/1899 12:00:00 AM,-15.18333,35.28333
552,01/01/1875 12:00:00 AM,46.93333,21.5
2568,1/1/55 0:00,50.2,30.25
331,1/1/82 0:00,26.8,-105.41667
194.34,1/1/08 0:00,22.72192,48.95937
21100,1/1/51 0:00,36.3,-104.28333
2914,1/1/41 0:00,33.85,-101.8
1.2,01/01/1840 12:00:00 AM,60.43333,22.3
4500,1/1/97 0:00,27.23944,29.83583
6700,1/1/89 0:00,27.5,3.61667
228,1/1/89 0:00,27.61667,3.85
145,1/1/89 0:00,27.81667,4.03333
1020,1/1/89 0:00,27.58333,3.81667
115,1/1/89 0:00,27.6,3.83333
561,1/1/89 0:00,27.63333,3.96667
542,1/1/89 0:00,27.51667,3.65
205,1/1/89 0:00,27.53333,3.7
127,1/1/89 0:00,27.73333,4.08333
276,1/1/89 0:00,27.75,4.1
3800,1/1/89 0:00,27.75,4.16667
98,1/1/89 0:00,27.8,4.16667
490,1/1/89 0:00,27.83333,4.28333
307,1/1/89 0:00,27.8,4.46667
98,1/1/89 0:00,27.78333,4.28333
111,1/1/89 0:00,27.71667,4.48333
446,1/1/89 0:00,27.73333,4.4
207,1/1/89 0:00,27.7,4.08333
581,1/1/89 0:00,27.7,4.06667
708,1/1/89 0:00,27.7,4.06667
2140,1/1/89 0:00,27.55,3.61667
